BBL,BORO,BOROUGH,BLOCK,LOT,CD,HOUSE NUMBER,STREET NAME,ALTERNATE ADDRESS,PARCEL NAME,AGENCY,PRIMARY USE CODE,PRIMARY USE TEXT,OWNER,OWNED/LEASED,U-F-USE-CODE,U-F-USE-TEXT,U-A-USE-CODE,U-A-USE-TEXT,USE STATUS,X COORD,Y COORD,
2027750279,2,BRONX,02775,0279,202,,HUNTS POINT,HUNTS POINT,HUNTS PT MARKET EXPANSION AREA,DSBS,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1017608,0233702,
2027750279,2,BRONX,02775,0279,202,,HUNTS POINT,HUNTS POINT,HUNTS PT MARKET EXPANSION AREA,EDC,1900,IN USE-TENANTED,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1017608,0233702,
2027770100,2,BRONX,02777,0100,202,1240,VIELE AVENUE,1240 VIELE AVENUE,BARETTO PT.SEWAGE TREATMENT PL,DEP,1110,POLLUTION CONTROL FACILITY,C,O,,,,,C,1015667,0232764,
2027770172,2,BRONX,02777,0172,202,215,COSTER STREET,215 COSTER STREET,,DEP,1300,MISCELLANEOUS USE,C,O,,,,,C,1016060,0232592,
2027770901,2,BRONX,02777,0901,202,,TIFFANY STREET,TIFFANY STREET,BARRETTO POINT PARK,PARKS,0440,PARK,C,O,,,,,C,1015147,0232580,
2027770903,2,BRONX,02777,0903,202,,EAST RIVER,EAST RIVER,TIFFANY STREET PIER,PARKS,0460,SPECIAL RECREATIONAL FACILITY - OUTDOOR,C,O,,,,,C,1014815,0232753,
2027780100,2,BRONX,02778,0100,202,,VIELE AVE,VIELE AVE,HUNTS PT MARKET EXPANSION AREA,DSBS,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1017853,0233185,
2027780100,2,BRONX,02778,0100,202,,VIELE AVE,VIELE AVE,HUNTS PT MARKET EXPANSION AREA,EDC,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,1910,LONG-TERM AGREEMENT,C,1017853,0233185,
2027800002,2,BRONX,02780,0002,202,1270,RYAWA AVENUE,1270 RYAWA AVENUE,HUNTS POINT WWTP,DEP,1111,WATER POLLUTION CONTROL PLANT,C,O,,,,,C,1017044,0231697,
2027800072,2,BRONX,02780,0072,202,,RYAWA AVE,RYAWA AVE,,DEP,1111,WATER POLLUTION CONTROL PLANT,C,O,,,,,C,1017066,0232632,
2027800073,2,BRONX,02780,0073,202,800,FOOD CENTER DRIVE,800 FOOD CENTER DRIVE,NEW FULTON FISH MARKET,BIC,1340,COMMERCIAL MARKET,C,O,,,,,C,1018218,0232009,
2027800073,2,BRONX,02780,0073,202,800,FOOD CENTER DRIVE,800 FOOD CENTER DRIVE,NEW FULTON FISH MARKET,CORR,1222,JAIL,C,O,,,,,C,1018218,0232009,
2027800073,2,BRONX,02780,0073,202,800,FOOD CENTER DRIVE,800 FOOD CENTER DRIVE,NEW FULTON FISH MARKET,DSBS,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1018218,0232009,
2027800073,2,BRONX,02780,0073,202,800,FOOD CENTER DRIVE,800 FOOD CENTER DRIVE,NEW FULTON FISH MARKET,EDC,1900,IN USE-TENANTED,C,O,1610,FINAL COMMITMENT-DISPOSITION,1910,LONG-TERM AGREEMENT,C,1018218,0232009,
2027800074,2,BRONX,02780,0074,202,11360,RYAWA AVENUE,11360 RYAWA AVENUE,HUNTS POINT WWTP,DEP,1114,SLUDGE DE-WATERING FACILITY,C,O,,,,,C,1017509,0232073,
2027800172,2,BRONX,02780,0172,202,,RYAWA AVENUE,RYAWA AVENUE,P/O WATER POLLUTION CONTROL PL,DEP,1111,WATER POLLUTION CONTROL PLANT,C,O,,,,,C,1017179,0232071,
2027810001,2,BRONX,02781,0001,202,,,,HUNTS POINT FUEL LEASE,DCAS,1500,NO USE,C,O,,,,,C,1017992,0234200,
2027810001,2,BRONX,02781,0001,202,,,,HUNTS POINT FUEL LEASE,EDC,1900,IN USE-TENANTED,C,O,,,1910,LONG-TERM AGREEMENT,C,1017992,0234200,
2027810160,2,BRONX,02781,0160,202,,HUNTS PT,HUNTS PT,HUNTS PT MARKET WHOLESALE,DSBS,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1019066,0231779,
2027810160,2,BRONX,02781,0160,202,,HUNTS PT,HUNTS PT,HUNTS PT MARKET WHOLESALE,EDC,1900,IN USE-TENANTED,C,O,1610,FINAL COMMITMENT-DISPOSITION,1910,LONG-TERM AGREEMENT,C,1019066,0231779,
2027810300,2,BRONX,02781,0300,20 ,,,,FUTURE FOOD DIST. FACILITY,DSBS,1500,NO USE,C,O,,,,,C,1018022,0233504,
2027810300,2,BRONX,02781,0300,20 ,,,,FUTURE FOOD DIST. FACILITY,EDC,1500,NO USE,C,O,,,,,C,1018022,0233504,
2027810301,2,BRONX,02781,0301,202,690,FOOD CENTER DRIVE,690 FOOD CENTER DRIVE,L.U.W. ADJ TO HUNTS POINT MKT,DSBS,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1020376,0231588,
2027810301,2,BRONX,02781,0301,202,690,FOOD CENTER DRIVE,690 FOOD CENTER DRIVE,L.U.W. ADJ TO HUNTS POINT MKT,EDC,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1020376,0231588,
2027810301,2,BRONX,02781,0301,202,690,FOOD CENTER DRIVE,690 FOOD CENTER DRIVE,L.U.W. ADJ TO HUNTS POINT MKT,SANIT,1133,SOLID WASTE TRANSFER STATION,C,O,,,,,C,1020376,0231588,
2027810306,2,BRONX,02781,0306,202,2,FARRAGUT STREET,2 FARRAGUT STREET,S BX MARINE TRANSFER STN/SALT,DSBS,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1019292,0231378,
2027810306,2,BRONX,02781,0306,202,2,FARRAGUT STREET,2 FARRAGUT STREET,S BX MARINE TRANSFER STN/SALT,EDC,1900,IN USE-TENANTED,C,O,1610,FINAL COMMITMENT-DISPOSITION,1910,LONG-TERM AGREEMENT,C,1019292,0231378,
2027810306,2,BRONX,02781,0306,202,2,FARRAGUT STREET,2 FARRAGUT STREET,S BX MARINE TRANSFER STN/SALT,SANIT,1133,SOLID WASTE TRANSFER STATION,C,O,,,,,C,1019292,0231378,
2027810400,2,BRONX,02781,0400,202,,HUNTS PT,HUNTS PT,HUNTS PT MARKET EXPANSION AREA,DSBS,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1018016,0234012,
2027810400,2,BRONX,02781,0400,202,,HUNTS PT,HUNTS PT,HUNTS PT MARKET EXPANSION AREA,EDC,1520,NO USE-VACANT LAND,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1018016,0234012,
2027810400,2,BRONX,02781,0400,202,,HUNTS PT,HUNTS PT,HUNTS PT MARKET EXPANSION AREA,PRIV,1090,OTHER OUTDOOR MAINTENANCE/STORAGE FACILITY,C,O,,,,,C,1018016,0234012,
2027810500,2,BRONX,02781,0500,202,,HUNTS PT,HUNTS PT,HUNTS PT MARKET WHOLESALE,DEP,1112,WASTEWATER PUMPING STATION,C,O,,,,,C,1017938,0234097,
2027810500,2,BRONX,02781,0500,202,,HUNTS PT,HUNTS PT,HUNTS PT MARKET WHOLESALE,DSBS,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1017938,0234097,
2027810500,2,BRONX,02781,0500,202,,HUNTS PT,HUNTS PT,HUNTS PT MARKET WHOLESALE,EDC,1900,IN USE-TENANTED,C,O,1610,FINAL COMMITMENT-DISPOSITION,1910,LONG-TERM AGREEMENT,C,1017938,0234097,
2027810520,2,BRONX,02781,0520,202,550,FOOD CENTER DRIVE,550 FOOD CENTER DRIVE,ANHEUSER-BUSCH/ HUNTS PT INDPK,DSBS,1500,NO USE,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1020185,0232642,
2027810520,2,BRONX,02781,0520,202,550,FOOD CENTER DRIVE,550 FOOD CENTER DRIVE,ANHEUSER-BUSCH/ HUNTS PT INDPK,EDC,1900,IN USE-TENANTED,C,O,,,1910,LONG-TERM AGREEMENT,C,1020185,0232642,
2027820013,2,BRONX,02782,0013,204,01316,FINDLAY AVENUE,1316 FINDLAY AVENUE,,HPD,1520,NO USE-VACANT LAND,C,O,1610,FINAL COMMITMENT-DISPOSITION,,,C,1009021,0243655,
2027840004,2,BRONX,02784,0004,204,1420,COLLEGE AVENUE,1420 COLLEGE AVENUE,,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1009175,0244608,
2027880001,2,BRONX,02788,0001,204,,,,CLAREMONT PARK,PARKS,0440,PARK,C,O,,,,,C,1009856,0245484,
2027900022,2,BRONX,02790,0022,204,,CLAY AVE,CLAY AVE,CLAREMONT PARK,PARKS,0440,PARK,C,O,,,,,C,1010463,0246395,
2027900027,2,BRONX,02790,0027,204,1641-43,CLAY AVENUE,1641-43 CLAY AVENUE,CLAREMONT PARK,PARKS,0440,PARK,C,O,,,,,C,1010450,0246308,
2027920009,2,BRONX,02792,0009,204,1664,WEEKS AVE,1664 WEEKS AVE,GARDEN OF EDEN,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1009872,0246587,
2027930014,2,BRONX,02793,0014,204,1685,WEEKS AVENUE,1685 WEEKS AVENUE,GARDEN OF LIFE,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1009717,0246603,
2027930028,2,BRONX,02793,0028,204,1691,WEEKS AVENUE,1691 WEEKS AVENUE,PS 70 & MINI SCHOOL,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1009685,0246868,
2027950014,2,BRONX,02795,0014,205,1776-90,GRAND CONCOURSE,1776-90 GRAND CONCOURSE,MICSA/HASA,HRA,0141,FIELD OFFICE-PUBLIC,P,L,,,,,C,1009446,0247551,
2027970035,2,BRONX,02797,0035,205,1781,MONROE AVENUE,1781 MONROE AVENUE,ENG 42,FIRE,0520,FIREHOUSE,C,O,,,,,C,1010035,0247634,
2027980007,2,BRONX,02798,0007,205,,,,PARK STRIP (GRASSY AREA),PARKS,0440,PARK,C,O,,,,,C,1010162,0247222,
2027990007,2,BRONX,02799,0007,205,,CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,PEACE PARK(GRASSY AREA),PARKS,0431,PLAYGROUND,C,O,,,,,C,1010486,0247215,
2028040021,2,BRONX,02804,0021,205,236,EAST TREMONT AVENUE,236 EAST TREMONT AVENUE,EAST CONCOURSE LUNCHEON CLUB,AGING,0752,SENIOR CENTER,C,O,,,,,C,1010646,0248483,
2028040031,2,BRONX,02804,0031,205,1861,ANTHONY AVENUE,1861 ANTHONY AVENUE,PS 28,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1010862,0248379,
2028070062,2,BRONX,02807,0062,205,2039,CRESTON AVENUE,2039 CRESTON AVENUE,MT HOPE GARDEN,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1010431,0249901,
2028140100,2,BRONX,02814,0100,205,,,,JULIUS RICHMAN PARK,PARKS,0440,PARK,C,O,,,,,C,1011483,0248710,
2028160005,2,BRONX,02816,0005,204,1302,GRANT AVENUE,1302 GRANT AVENUE,DRED SCOTT BIRD SANCTUARY GARD,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1008256,0243865,
2028160009,2,BRONX,02816,0009,204,1310,GRANT AVENUE,1310 GRANT AVENUE,DRED SCOTT BIRD SANCTUARY GARD,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1008298,0243958,
2028160013,2,BRONX,02816,0013,204,1320-28,GRANT AVENUE,1320-28 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1008345,0244063,
2028160018,2,BRONX,02816,0018,204,1340,GRANT AVENUE,1340 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1008391,0244166,
2028160022,2,BRONX,02816,0022,204,1346,GRANT AVENUE,1346 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1008433,0244262,
2028160026,2,BRONX,02816,0026,204,1350,GRANT AVENUE,1350 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1008477,0244360,
2028160030,2,BRONX,02816,0030,204,1372,GRANT AVENUE,1372 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0440,PARK,C,O,,,,,C,1008519,0244453,
2028160032,2,BRONX,02816,0032,204,250-62,EAST 170 STREET,250-62 EAST 170 STREET,GRANT AVENUE PARK,PARKS,0440,PARK,C,O,,,,,C,1008563,0244531,
2028160037,2,BRONX,02816,0037,204,1373,MORRIS AVENUE,1373 MORRIS AVENUE,GRANT AVENUE PARK,PARKS,0440,PARK,C,O,,,,,C,1008656,0244487,
2028160041,2,BRONX,02816,0041,204,1365,MORRIS AVENUE,1365 MORRIS AVENUE,GRANT AVENUE PARK,PARKS,0440,PARK,C,O,,,,,C,1008612,0244411,
2028170002,2,BRONX,02817,0002,204,240,EAST  172 STREET,240 EAST  172 STREET,WILLIAM H. TAFT HS,EDUC,0213,ACADEMIC HIGH SCHOOL,C,O,,,,,C,1008774,0245071,
2028220001,2,BRONX,02822,0001,204,,WALTON AVENUE,WALTON AVENUE,WALTON SLOPE (PARK GRASS AREA),PARKS,0440,PARK,C,O,,,,,C,1008695,0247195,
2028227501,2,BRONX,02822,7501,205,100,EAST  175 STREET,100 EAST  175 STREET,,ACS,0100,OFFICE,P,L,,,,,C,1009040,0247682,
2028227501,2,BRONX,02822,7501,205,100,EAST  175 STREET,100 EAST  175 STREET,,LAW,0100,OFFICE,P,L,,,,,C,1009040,0247682,
2028227501,2,BRONX,02822,7501,205,100,EAST  175 STREET,100 EAST  175 STREET,,PLAN,0100,OFFICE,P,L,,,,,C,1009040,0247682,
2028240005,2,BRONX,02824,0005,204,1650,SELWYN AVENUE,1650 SELWYN AVENUE,COMM BD 4,CB204,0120,AGENCY OFFICE,P,L,,,,,C,1009125,0246577,
2028240034,2,BRONX,02824,0034,204,155,EAST 173 STREET,155 EAST 173 STREET,GRAND CONCOURSE LIBRARY,NYPL,0332,BRANCH LIBRARY,C,O,,,,,C,1009130,0246787,
2028250008,2,BRONX,02825,0008,205,,,,PARK STRIP (GRASSY PLOT),PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1009062,0247261,
2028250030,2,BRONX,02825,0030,205,,,,PARK,PARKS,0431,PLAYGROUND,C,O,,,,,C,1009241,0247261,
2028260020,2,BRONX,02826,0020,205,1790,EAST 176 STREET,1790 EAST 176 STREET,176TH STREET COMMUNITY GARDEN,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1009229,0248243,
2028260021,2,BRONX,02826,0021,205,104,EAST 176 STREET,104 EAST 176 STREET,176TH STREET COMMUNITY GARDEN,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1009264,0248240,
2028260022,2,BRONX,02826,0022,205,106,EAST 176 STREET,106 EAST 176 STREET,176ST STREET COMMUNITY GARDEN,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1009291,0248233,
2028270001,2,BRONX,02827,0001,205,1865,MORRIS AVENUE,1865 MORRIS AVENUE,JHS 117,EDUC,0212,INTERMEDIATE SCHOOL,C,O,,,,,C,1009420,0248440,
2028300017,2,BRONX,02830,0017,204,1340,SHERIDAN AVENUE,1340 SHERIDAN AVENUE,PS 88,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1008180,0244239,
2028300044,2,BRONX,02830,0044,204,1357,GRANT AVENUE,1357 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1008349,0244399,
2028300048,2,BRONX,02830,0048,204,1349,GRANT AVENUE,1349 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1008308,0244307,
2028300052,2,BRONX,02830,0052,204,1337-37,GRANT AVENUE,1337-37 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1008251,0244210,
2028300057,2,BRONX,02830,0057,204,1327-27,GRANT AVENUE,1327-27 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1008193,0244096,
2028300062,2,BRONX,02830,0062,204,1311,GRANT AVENUE,1311 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0440,PARK,C,O,,,,,C,1008133,0243980,
2028300072,2,BRONX,02830,0072,204,1291-99,GRANT AVENUE,1291-99 GRANT AVENUE,GRANT AVENUE PARK,PARKS,0440,PARK,C,O,,,,,C,1008071,0243857,
2028430040,2,BRONX,02843,0040,204,1425,WALTON AVENUE,1425 WALTON AVENUE,PS 64,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1007526,0245469,
2028440048,2,BRONX,02844,0048,204,,TOWNSEND AVE,TOWNSEND AVE,,DCAS,1520,NO USE-VACANT LAND,C,O,,,,,C,1007640,0245893,
2028470008,2,BRONX,02847,0008,204,,JEROME AVENUE,JEROME AVENUE,JEROME PLAYGROUND SOUTH,PARKS,0440,PARK,C,O,,,,,C,1008094,0247085,
2028470041,2,BRONX,02847,0041,204,1594-98,TOWNSEND AVENUE,1594-98 TOWNSEND AVENUE,PS 170,EDUC,0217,EARLY CHILDHOOD CENTER,C,O,,,,,C,1008251,0246914,
2028480001,2,BRONX,02848,0001,205,1,EAST 174 STREET,1 EAST 174 STREET,JEROME PLAYGROUND.NORTH,PARKS,0440,PARK,C,O,,,,,C,1008189,0247351,
2028490068,2,BRONX,02849,0068,205,1735,WALTON AVENUE,1735 WALTON AVENUE,TOWNSEND GARDEN,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1008869,0247843,
2028510021,2,BRONX,02851,0021,205,1869-71,WALTON AVENUE,1869-71 WALTON AVENUE,PS 173/EARLY CHILDHOOD CENTER,EDUC,0217,EARLY CHILDHOOD CENTER,C,O,,,,,C,1009165,0248523,
2028530043,2,BRONX,02853,0043,205,1917,WALTON AVENUE,1917 WALTON AVENUE,MOUNT HOPE PLAYGROUND,PARKS,0431,PLAYGROUND,C,O,,,,,C,1009340,0249155,
2028530045,2,BRONX,02853,0045,205,1915,WALTON AVENUE,1915 WALTON AVENUE,MOUNT HOPE PLAYGROUND,PARKS,0431,PLAYGROUND,C,O,,,,,C,1009333,0249103,
2028530048,2,BRONX,02853,0048,205,1901,WALTON AVENUE,1901 WALTON AVENUE,MOUNT HOPE PLAYGROUND,PARKS,0431,PLAYGROUND,C,O,,,,,C,1009352,0249020,
2028530050,2,BRONX,02853,0050,205,29,EAST 177 STREET,29 EAST 177 STREET,MOUNT HOPE PLAYGROUND,PARKS,0431,PLAYGROUND,C,O,,,,,C,1009314,0249030,
2028530053,2,BRONX,02853,0053,205,25,EAST 177 STREET,25 EAST 177 STREET,MOUNT HOPE PLAYGROUND,PARKS,0431,PLAYGROUND,C,O,,,,,C,1009246,0249052,
2028560020,2,BRONX,02856,0020,204,1363-77,JEROME AVENUE,1363-77 JEROME AVENUE,CONCOURSE JOB CENTER,HRA,0110,AGENCY EXECUTIVE OFFICE,P,L,,,,,C,1006723,0245279,
2028560051,2,BRONX,02856,0051,204,1337,JEROME AVENUE,1337 JEROME AVENUE,FORMER PEST CONTROL OFFICE,HPD,1510,NO USE-NON RESIDENTIAL STRUCTURESE,C,O,,,,,C,1006645,0244937,
2028560065,2,BRONX,02856,0065,204,,,,KELTCH MEMORIAL PARK,PARKS,0440,PARK,C,O,,,,,C,1006904,0245312,
2028570095,2,BRONX,02857,0095,204,,JEROME AVE,JEROME AVE,KELTCH MEMORIAL PARK,PARKS,0440,PARK,C,O,,,,,C,1007025,0245569,
2028590077,2,BRONX,02859,0077,204,1501-09,JEROME AVENUE,1501-09 JEROME AVENUE,NEW SETTLEMENT COMM. CAMPUS,EDUC,0200,EDUCATIONAL FACILITY,C,O,,,,,C,1007420,0246453,
2028600001,2,BRONX,02860,0001,204,,INWOOD AVENUE,INWOOD AVENUE,INWOOD PARK (SITTING AREA),PARKS,0440,PARK,C,O,,,,,C,1007674,0247068,
2028600020,2,BRONX,02860,0020,205,,JEROME AVENUE,JEROME AVENUE,PARK,PARKS,0440,PARK,C,O,,,,,C,1007912,0247301,
2028610063,2,BRONX,02861,0063,205,1732,DAVIDSON AVENUE,1732 DAVIDSON AVENUE,DAVIDSON AVE. COMMUNITY DCC,EDUC,0217,EARLY CHILDHOOD CENTER,P,L,,,,,C,1008314,0248205,
2028610129,2,BRONX,02861,0129,205,1810,DAVIDSON AVENUE,1810 DAVIDSON AVENUE,DAVIDSON AVE DCC,EDUC,0751,DAY CARE CENTER,C,O,,,,,C,1008639,0248805,
2028610157,2,BRONX,02861,0157,205,1783,JEROME AVENUE,1783 JEROME AVENUE,JEROME/EAST 176ST SUBSTATION,NYCTA,0860,TRANSIT FACILITY,C,O,,,,,C,1008622,0248559,
2028620014,2,BRONX,02862,0014,205,50-60,WEST TREMONT AVENUE,50-60 WEST TREMONT AVENUE,IS 306,EDUC,0212,INTERMEDIATE SCHOOL,C,O,,,,,C,1008877,0249384,
2028630028,2,BRONX,02863,0028,205,2038,DAVIDSON AVENUE,2038 DAVIDSON AVENUE,DAVIDSON AVE COMM CTR-STL TNT,DCAS,1900,IN USE-TENANTED,C,O,,,1920,SHORT-TERM AGREEMENT,C,1009568,0250246,
2028640020,2,BRONX,02864,0020,204,1310,CROMWELL AVENUE,1310 CROMWELL AVENUE,BRONX 5 ADMINISTRATION BLDG,SANIT,1022,OUTDOOR PARKING - EMPLOYEES,C,O,,,,,C,1006278,0245023,
2028650023,2,BRONX,02865,0023,204,,MACOMBS ROAD,MACOMBS ROAD,GOBLE PLAYGROUND,PARKS,0431,PLAYGROUND,C,O,,,,,C,1007202,0246695,
2028650042,2,BRONX,02865,0042,204,,MACOMBS RD,MACOMBS RD,PARK STRIP,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1007211,0247054,
2028650049,2,BRONX,02865,0049,204,50,WEST MT EDEN AVENUE,50 WEST MT EDEN AVENUE,MOUNT EDEN HOUSING,DHS,1410,IN USE-RESIDENTIAL STRUCTURE,C,O,,,,,C,1007356,0246978,
2028660060,2,BRONX,02866,0060,205,75,WEST 175 STREET,75 WEST 175 STREET,MACOMBS ROAD PARK,PARKS,0440,PARK,C,O,,,,,C,1007575,0248458,
2028660070,2,BRONX,02866,0070,205,1700,MACOMBS ROAD,1700 MACOMBS ROAD,IS 82,EDUC,0212,INTERMEDIATE SCHOOL,C,O,,,,,C,1007676,0248737,
2028660105,2,BRONX,02866,0105,205,1780,MARTIN LUTHER KING BLVD,1780 MARTIN LUTHER KING BLVD,MORRIS HEIGHTS EDUC COMPLEX,EDUC,0200,EDUCATIONAL FACILITY,O,O,,,,,C,1007718,0248940,
2028670142,2,BRONX,02867,0142,205,1801-05,DAVIDSON AVENUE,1801-05 DAVIDSON AVENUE,,PARKS,0440,PARK,C,O,,,,,C,1008459,0248809,
2028680003,2,BRONX,02868,0003,205,0,UNIVERSITY AVENUE,UNIVERSITY AVENUE,ACQUEDUCT LANDS,PARKS,0440,PARK,C,O,,,,,C,1007816,0249262,
2028680005,2,BRONX,02868,0005,205,159,MORTON PLACE,159 MORTON PLACE,AQUEDUCT WALK,PARKS,0440,PARK,C,O,,,,,C,1008923,0250618,
2028680144,2,BRONX,02868,0144,205,1925,HARRISON AVENUE,1925 HARRISON AVENUE,HARRISON AVE REHAB (GROUP B),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,O,,,,,C,1008959,0250416,
2028690077,2,BRONX,02869,0077,205,1886,HARRISON AVENUE,1886 HARRISON AVENUE,HARRISON AVE REHAB (GROUP B),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,O,,,,,C,1008703,0249772,
2028690110,2,BRONX,02869,0110,205,1920,HARRISON AVENUE,1920 HARRISON AVENUE,HARRISON AVE REHAB (GROUP B),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,O,,,,,C,1008980,0250138,
2028690116,2,BRONX,02869,0116,205,1930,HARRISON AVENUE,1930 HARRISON AVENUE,HARRISON AVE REHAB (GROUP A),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,O,,,,,C,1009045,0250246,
2028690122,2,BRONX,02869,0122,205,1934,HARRISON AVENUE,1934 HARRISON AVENUE,HARRISON AVE REHAB (GROUP B),NYCHA,1410,IN USE-RESIDENTIAL STRUCTURE,O,O,,,,,C,1009094,0250376,
2028700001,2,BRONX,02870,0001,205,1971,GRAND AVENUE,1971 GRAND AVENUE,LEAVE IT BETTER KIDS' GARDEN,PARKS,0472,COMMUNITY GARDEN,C,O,,,,,C,1009008,0249812,
2028710061,2,BRONX,02871,0061,204,1302,EDWARD L GRANT HIGHWAY,1302 EDWARD L GRANT HIGHWAY,PS 468X,SCA,0220,HIGHER EDUCATION,O,O,,,,,C,1006011,0244840,
2028710073,2,BRONX,02871,0073,204,,E L GRANT HIGHWAY,E L GRANT HIGHWAY,BRONX 5 PARKING LOT,SANIT,1021,OUTDOOR PARKING - AGENCY VEHICLES,C,O,,,,,C,1006109,0245050,
2028710077,2,BRONX,02871,0077,204,1331,CROMWELL AVENUE,1331 CROMWELL AVENUE,BRONX 5 SANITATION GARAGE,SANIT,0940,COMBINED MAINTENANCE/STORAGE FACILITY,C,O,,,,,C,1006140,0245137,
2028710126,2,BRONX,02871,0126,204,1331,CROMWELL AVENUE,1331 CROMWELL AVENUE,SANITATION GARAGE,SANIT,1021,OUTDOOR PARKING - AGENCY VEHICLES,C,O,,,,,C,1006148,0245001,
2028720126,2,BRONX,02872,0126,204,1480,SHAKESPEARE AVENUE,1480 SHAKESPEARE AVENUE,WEST BRONX RECREATION CENTER,PARKS,0451,RECREATION CENTER/GYMNASIUM,C,O,,,,,C,1006626,0246863,
2028720263,2,BRONX,02872,0263,205,,CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,PARK STRIP,PARKS,0420,MALL/TRIANGLE/HIGHWAY STRIP/PARK STRIP,C,O,,,,,C,1006977,0247251,
2028720269,2,BRONX,02872,0269,204,,CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,PART OF CROSS-BRONX EXPRESSWAY,DOT,0880,ROAD/HIGHWAY,C,O,,,,,C,1006979,0247100,
2028730027,2,BRONX,02873,0027,204,1449,SHAKESPEARE AVENUE,1449 SHAKESPEARE AVENUE,PS 104,EDUC,0211,ELEMENTARY SCHOOL,C,O,,,,,C,1006156,0246561,
2028730087,2,BRONX,02873,0087,204,,CROSS BRONX EXPRESSWAY,CROSS BRONX EXPRESSWAY,PART OF CROSS-BRONX EXPRESSWAY,DOT,0880,ROAD/HIGHWAY,C,O,,,,,C,1006379,0247033,
2028730126,2,BRONX,02873,0126,204,1481-91,SHAKESPEARE AVENUE,1481-91 SHAKESPEARE AVENUE,WEST BRONX RECREATION CENTER,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1006385,0246879,
2028730130,2,BRONX,02873,0130,204,1475,SHAKESPEARE AVENUE,1475 SHAKESPEARE AVENUE,WEST BRONX RECREATION CENTER,PARKS,0474,UNDEVELOPED OPEN SPACE,C,O,,,,,C,1006360,0246751,
